개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),축산업무구분명,축산물가공업구분명,축산일련번호,권리주체일련번호,총인원
3030000,3.03E+17,20140513,,1,영업/정상,0,정상,,,,,,326.94,,"서울특별시 성동구 마장동 568-17 지하1층,1층,2층 ","서울특별시 성동구 무학로14길 66, 지하1층,1층,2층 (마장동)",4705,(주)대림비앤씨,2022-01-21 9:50,U,40:00.0,식육판매업,203194.8564,451883.8678,축산물판매업,식육판매업,0,L00,0
3030000,3.03E+17,2014-04-04,,1,영업/정상,0,정상,,,,,,29.05,,서울특별시 성동구 마장동 466-5 1층,"서울특별시 성동구 청계천로10나길 69, 1층 (마장동)",4704,농업회사법인(주)태운미트,2024-01-24 17:28,U,06:00.0,식육판매업,203185.472,452014.3058,,,,,
3030000,3.03E+17,20140115,,1,영업/정상,0,정상,,,,,,40.59,,서울특별시 성동구 마장동 513-2 지하1층 ,"서울특별시 성동구 마장로33길 29, 지하1층 (마장동)",4749,신한축산,2021-04-09 17:31,U,40:00.0,식육부산물전문판매업,203337.0903,451796.6063,축산물판매업,식육부산물전문판매업,,0,
3030000,3.03E+17,19920619,,3,폐업,2,폐업,20140418,,,,294 -4895,0,,서울특별시 성동구 마장동 766-8 ,,,동원4호,2014-04-18 15:20,I,59:59.0,식육부산물전문판매업,203556.3701,451853.4574,축산물판매업,식육부산물전문판매업,,0,
3030000,3.03E+17,20140403,,1,영업/정상,0,정상,,,,,,54,,서울특별시 성동구 마장동 519-15 1층,"서울특별시 성동구 마장로31길 13-1, 1층 (마장동)",4749,(주)청민육가공,2022-07-19 17:01,U,01:00.0,식육판매업,203249.6139,451704.893,,,,,
3030000,3.03E+17,19960319,,4,취소/말소/만료/정지/중지,3,행정처분,20221122,,,,296 -1344,0,,서울특별시 성동구 마장동 480-10,,,두원,2022-12-07 10:01,U,09:00.0,식육부산물전문판매업,,,,,,,
3030000,3.03E+17,20130724,,1,영업/정상,0,정상,,,,,,54.7,,서울특별시 성동구 마장동 778-3 1층,"서울특별시 성동구 마장로46길 20-1, 1층 (마장동)",4757,재정축산,2022-12-12 9:46,U,04:00.0,식육판매업,204030.0709,451535.0542,,,,,
3030000,3.03E+17,20150708,,1,영업/정상,0,정상,,,,,222918863,36.47,,서울특별시 성동구 마장동 771-4 1층 ,"서울특별시 성동구 마장로39가길 34, 1층 (마장동)",4756,주식회사상원미트,2022-01-14 14:03,U,40:00.0,식육판매업,203746.3752,451619.9407,축산물판매업,식육판매업,0,L00,0
3030000,3.03E+17,20150708,,1,영업/정상,0,정상,,,,,,11.5,,서울특별시 성동구 마장동 465-5 1층 ,"서울특별시 성동구 청계천로10가길 72-27, 1층 (마장동)",4704,고기세상,2020-07-14 9:36,U,40:00.0,식육판매업,203155.5876,452118.5738,축산물판매업,식육판매업,,0,
3030000,3.03E+17,20150528,,1,영업/정상,0,정상,,,,,1661-1907,100,,서울특별시 성동구 행당동 1-121 양광빌딩 5층 ,"서울특별시 성동구 마조로 47, 양광빌딩 5층 (행당동)",4759,(주)구연시스템,2019-12-05 15:01,U,40:00.0,축산물유통전문판매업,203591.4349,451070.3709,축산물판매업,축산물유통전문판매업,,L00,
3030000,3.03E+17,20150114,,1,영업/정상,0,정상,,,,,,78.1,,서울특별시 성동구 마장동 441-2 지하1층 ,"서울특별시 성동구 청계천로10가길 10-8, 지하1층 (마장동)",4704,동윤축산,2022-01-14 13:30,U,40:00.0,식육판매업,202868.8534,451929.4384,축산물판매업,식육판매업,0,0,0
3030000,3.03E+17,20150115,,1,영업/정상,0,정상,,,,,,21.61,,서울특별시 성동구 성수동2가 532-15 ,서울특별시 성동구 성수이로 22 (성수동2가),4776,DS우유유통대리점,2015-07-29 16:05,I,59:59.0,우유류판매업,204727.4567,448319.2344,축산물판매업,우유류판매업,,0,
3030000,3.03E+17,20150710,,1,영업/정상,0,정상,,,,,2293-6111,52.7,,서울특별시 성동구 마장동 520-26 ,서울특별시 성동구 마장로31길 23 (마장동),4749,(주)마이돈축산,2022-01-21 9:50,U,40:00.0,식육판매업,203269.0898,451792.9585,축산물판매업,식육판매업,0,L00,0
3030000,3.03E+17,20150724,,1,영업/정상,0,정상,,,,,,233.03,,서울특별시 성동구 마장동 520-9 ,"서울특별시 성동구 고산자로 330, 지하1층 (마장동)",4749,주식회사 솔마루미트,2020-03-02 19:08,U,40:00.0,식육판매업,203244.9131,451811.2992,축산물판매업,식육판매업,,L00,
3030000,3.03E+17,19951002,,1,영업/정상,0,정상,,,,,,0,,서울특별시 성동구 마장동 766-8 ,,,영양한우,2022-01-10 11:22,U,40:00.0,식육판매업,203556.3701,451853.4574,축산물판매업,식육판매업,0,0,0
3030000,3.03E+17,19951002,,1,영업/정상,0,정상,,,,,02-2294 -0827,20.34,,서울특별시 성동구 마장동 766-8 1층 ,"서울특별시 성동구 마장로37길 36-1, 1층 (마장동)",4753,장수축산유통,2022-01-10 11:27,U,40:00.0,식육판매업,203556.3701,451853.4574,축산물판매업,식육판매업,0,0,0
3030000,3.03E+17,19951023,,1,영업/정상,0,정상,,,,,,0,,서울특별시 성동구 마장동 782-4 ,"서울특별시 성동구 마장로42길 2, 1층 (마장동)",4758,강동축산,2022-01-10 11:31,U,40:00.0,식육판매업,203843.5228,451580.7022,축산물판매업,식육판매업,0,0,0
3030000,3.03E+17,19951024,,1,영업/정상,0,정상,,,,,2297-5111,0,,서울특별시 성동구 마장동 522-3 ,서울특별시 성동구 고산자로 344 (마장동),,영조축산,2022-01-10 11:31,U,40:00.0,식육판매업,203283.885,451988.4752,축산물판매업,식육판매업,0,0,0
3030000,3.03E+17,19951026,,1,영업/정상,0,정상,,,,,294 -4589,0,,서울특별시 성동구 마장동 766-8 ,서울특별시 성동구 마장로37길 40 (마장동),4753,동원상사,2022-01-17 13:12,U,40:00.0,식육부산물전문판매업,203556.3701,451853.4574,축산물판매업,식육부산물전문판매업,0,0,0
3030000,3.03E+17,2015-01-20,,1,영업/정상,0,정상,,,,,,0,,서울특별시 성동구 마장동 466-3 1층.2층,"서울특별시 성동구 마장로29길 51-1, 1층.2층 (마장동)",4704,주식회사 우리한우,2023-12-18 9:39,U,00:00.0,식육판매업,203188.3019,452047.4609,,,,,
3030000,3.03E+17,1995-10-26,,1,영업/정상,0,정상,,,,,,0,,서울특별시 성동구 마장동 766-8,서울특별시 성동구 마장로37길 40 (마장동),4753,거성company,2024-03-04 9:20,U,06:00.0,식육판매업,203556.3701,451853.4574,,,,,
3030000,3.03E+17,20140314,,1,영업/정상,0,정상,,,,,,138.68,,서울특별시 성동구 마장동 506-8 지하1층 ,"서울특별시 성동구 마장로33길 55, 지하1층 (마장동)",4748,명가식품,2020-05-11 17:55,U,40:00.0,식육판매업,203466.5654,452034.6356,축산물판매업,식육판매업,,0,
3030000,3.03E+17,20140314,,1,영업/정상,0,정상,,,,,,33.84,,서울특별시 성동구 마장동 514-19 1층 ,"서울특별시 성동구 마장로33길 15-1, 1층 (마장동)",4749,(주)제스카,2022-01-14 13:26,U,40:00.0,식육판매업,203273.4127,451687.6955,축산물판매업,식육판매업,0,L00,0
3030000,3.03E+17,20140317,,1,영업/정상,0,정상,,,,,,26.29,,서울특별시 성동구 마장동 762-17 ,"서울특별시 성동구 마장로37길 43, 1층 (마장동)",4752,동진부산물,2019-07-02 13:56,U,40:00.0,식육부산물전문판매업,203549.8817,451895.4731,축산물판매업,식육부산물전문판매업,,0,
3030000,3.03E+17,20150603,,3,폐업,2,폐업,20220926,,,,02-2299-9698,19.27,,서울특별시 성동구 마장동 514-6,서울특별시 성동구 고산자로20길 10 (마장동),4749,동명푸드,2022-09-26 15:28,U,08:00.0,식육판매업,203284.7881,451731.8139,,,,,
3030000,3.03E+17,20130814,,1,영업/정상,0,정상,,,,,,29.5,,서울특별시 성동구 마장동 462-8 1층 ,"서울특별시 성동구 청계천로12가길 30, 1층 (마장동)",4704,주식회사 더복,2022-02-24 16:47,U,40:00.0,식육판매업,203030.104,452013.667,축산물판매업,식육판매업,0,L00,0
3030000,3.03E+17,20140416,,1,영업/정상,0,정상,,,,,,100,,서울특별시 성동구 마장동 465-20 ,"서울특별시 성동구 청계천로12가길 55, 지층 (마장동)",4704,용두축산,2022-01-14 13:19,U,40:00.0,식육판매업,203156.1758,452092.9833,축산물판매업,식육판매업,0,0,0
3030000,3.03E+17,19921017,,1,영업/정상,0,정상,,,,,294 -6648,9.6,,서울특별시 성동구 마장동 510-2 ,,,제인축산,2022-01-10 11:09,U,40:00.0,식육판매업,203374.0049,451941.1818,축산물판매업,식육판매업,0,0,0
3030000,3.03E+17,19900831,,1,영업/정상,0,정상,,,,,2292-5523,0,,서울특별시 성동구 마장동 480-13 지층 ,"서울특별시 성동구 마장로35다길 9, 지층 (마장동)",4752,누리축산,2019-07-01 14:39,U,40:00.0,식육판매업,203520.1643,451921.2957,축산물판매업,식육판매업,,0,
3030000,3.03E+17,19900929,,1,영업/정상,0,정상,,,,,222941375,190.6,,서울특별시 성동구 마장동 ,"서울특별시 성동구 청계천로10나길 45, 1층 (마장동)",4704,(주)수북축산,2022-01-10 10:44,U,40:00.0,식육판매업,203051.1997,452025.0983,축산물판매업,식육판매업,0,L00,0
3200000,3.2E+17,20191101,,3,폐업,2,폐업,20220817,,,,,25.1,,서울특별시 관악구 신림동 1586-1,서울특별시 관악구 남부순환로172길 1 (신림동),8774,명일축산,2022-08-17 17:50,U,09:00.0,식육판매업,193356.709,442367.1405,,,,,
3030000,3.03E+17,19960228,,1,영업/정상,0,정상,,,,,,0,,서울특별시 성동구 마장동 762-2 ,서울특별시 성동구 마장로37길 49(마장동),4752,진보축산,2021-07-15 8:17,U,40:00.0,식육판매업,203580.7793,451948.8508,축산물판매업,식육판매업,0,0,0
3030000,3.03E+17,19960305,,1,영업/정상,0,정상,,,,,2299-1381,96.79,,서울특별시 성동구 마장동 439-4 ,,,명진축산,2022-01-17 13:15,U,40:00.0,식육부산물전문판매업,203547.2714,452040.8736,축산물판매업,식육부산물전문판매업,0,0,0
3030000,3.03E+17,19960306,,1,영업/정상,0,정상,,,,,,34.78,,서울특별시 성동구 마장동 511-27 ,"서울특별시 성동구 마장로33길 39-2, 1층 (마장동)",4748,송지축산,2022-01-17 13:15,U,40:00.0,식육부산물전문판매업,203391.6237,451891.2842,축산물판매업,식육부산물전문판매업,0,0,0
3030000,3.03E+17,19960320,,1,영업/정상,0,정상,,,,,,0,,서울특별시 성동구 마장동 509-6 ,서울특별시 성동구 마장로33길 49 (마장동),,(주)고려축산,2022-01-17 13:14,U,40:00.0,식육부산물전문판매업,203424.1491,451970.7413,축산물판매업,식육부산물전문판매업,0,L00,0
3030000,3.03E+17,19851026,,1,영업/정상,0,정상,,,,,0292-5008,0,,서울특별시 성동구 마장동 761-19 ,"서울특별시 성동구 마장로37길 53-9, 1층 (마장동)",4752,사랑축산,2022-01-10 10:13,U,40:00.0,식육판매업,203598.7155,451985.965,축산물판매업,식육판매업,0,0,0
3030000,3.03E+17,19851030,,1,영업/정상,0,정상,,,,,02-2293-1149,23.13,,서울특별시 성동구 마장동 762-17 ,서울특별시 성동구 마장로37길 43 (마장동),4752,현대축산,2022-01-10 10:13,U,40:00.0,식육판매업,203549.8817,451895.4731,축산물판매업,식육판매업,0,0,0
3030000,3.03E+17,19851031,,1,영업/정상,0,정상,,,,,2293-0895,0,,서울특별시 성동구 마장동 762-16 ,서울특별시 성동구 마장로37길 45-1 (마장동),4752,호수축산,2022-01-10 10:14,U,40:00.0,식육판매업,203556.8742,451906.191,축산물판매업,식육판매업,0,0,0
3030000,3.03E+17,19880624,,1,영업/정상,0,정상,,,,,,0,,서울특별시 성동구 마장동 480-13 ,서울특별시 성동구 마장로35다길 9 (마장동),4752,OMC미트,2022-01-10 10:27,U,40:00.0,식육판매업,203520.1643,451921.2957,축산물판매업,식육판매업,0,0,0
3030000,3.03E+17,2014-03-21,,1,영업/정상,0,정상,,,,,2299-0115,103.5,,서울특별시 성동구 마장동 763-2 1층,"서울특별시 성동구 마장로37길 39, 1층 (마장동)",4752,(주)한우고향,2023-05-02 18:52,U,04:00.0,식육판매업,203535.4425,451863.7274,,,,,
3030000,3.03E+17,19910302,,1,영업/정상,0,정상,,,,,,23.99,,서울특별시 성동구 마장동 521-1 (지층) ,"서울특별시 성동구 고산자로24길 6 (마장동,(지층))",,장푸드,2022-01-10 11:06,U,40:00.0,식육판매업,203299.9567,451956.8823,축산물판매업,식육판매업,0,0,0
3030000,3.03E+17,19910328,,1,영업/정상,0,정상,,,,,292 -8326,0,,서울특별시 성동구 옥수동 4-9 ,,,현대정육점,2022-01-10 10:55,U,40:00.0,식육판매업,,,축산물판매업,식육판매업,0,0,0
3030000,3.03E+17,19951120,,1,영업/정상,0,정상,,,,,2293-7751,30.81,,서울특별시 성동구 마장동 521-1 1층 ,"서울특별시 성동구 고산자로24길 6, 1층 (마장동)",4748,삼성축산,2022-01-10 11:33,U,40:00.0,식육판매업,203299.9567,451956.8823,축산물판매업,식육판매업,0,0,0
3030000,3.03E+17,20190312,,1,영업/정상,0,정상,,,,,,61.21,,서울특별시 성동구 마장동 767-13 에덴캐슬 101동 201호,"서울특별시 성동구 마장로39길 44, 101동 201호 (마장동, 에덴캐슬)",4756,으뜸미트,2022-01-17 10:26,U,40:00.0,식육판매업,203839.8815,451814.9521,축산물판매업,식육판매업,0,0,0
3030000,3.03E+17,20190218,,1,영업/정상,0,정상,,,,,,62.17,,서울특별시 성동구 성수동1가 668-35 지하1층 ,"서울특별시 성동구 왕십리로5길 9-16, 지하1층 (성수동1가)",4768,고진남,2021-08-06 17:42,U,40:00.0,식육판매업,203829.7091,449367.4939,축산물판매업,식육판매업,0,0,0
3030000,3.03E+17,20190426,,1,영업/정상,0,정상,,,,,02-461-1829,3.52,,서울특별시 성동구 성수동2가 277-50 동성빌딩 1층 ,"서울특별시 성동구 아차산로11길 11, 동성빌딩 1층 (성수동2가)",4797,왔쏘(성수점),2022-01-17 10:36,U,40:00.0,식육판매업,205170.4462,449170.609,축산물판매업,식육판매업,0,0,0
3030000,3.03E+17,20190403,,1,영업/정상,0,정상,,,,,,7.75,,서울특별시 성동구 마장동 457 지하1층 ,"서울특별시 성동구 청계천로12가길 6-2, 지하1층 (마장동)",4704,훈이축산,2019-04-03 11:34,I,20:28.0,식육판매업,202965.6991,451973.085,축산물판매업,식육판매업,,0,
3030000,3.03E+17,20190409,,1,영업/정상,0,정상,,,,,,17.98,,서울특별시 성동구 마장동 817 삼성아파트 상가동 107호,"서울특별시 성동구 마장로 273, 삼성아파트 상가동 107호 (마장동)",4755,(주)더팜컴퍼니,2022-01-17 10:28,U,40:00.0,식육판매업,203475.5372,451542.7474,축산물판매업,식육판매업,0,L00,0
3030000,3.03E+17,20190424,,1,영업/정상,0,정상,,,,,,11,,서울특별시 성동구 마장동 511-17 301호,"서울특별시 성동구 마장로31가길 2, 301호 (마장동)",4748,(주)누리트레이딩 컴퍼니,2019-04-24 17:01,I,20:49.0,축산물유통전문판매업,203316.4325,451911.1156,축산물판매업,축산물유통전문판매업,,L00,
3030000,3.03E+17,20190416,,1,영업/정상,0,정상,,,,,,29.25,,서울특별시 성동구 마장동 503-6 남일빌딩 307호,"서울특별시 성동구 마장로33길 75, 남일빌딩 307호 (마장동)",4748,엠제이유니온(주),2019-04-16 11:25,I,20:45.0,축산물유통전문판매업,203409.1933,452113.4992,축산물판매업,축산물유통전문판매업,,L00,
3030000,3.03E+17,20190524,,1,영업/정상,0,정상,,,,,,28.1,,서울특별시 성동구 마장동 474-3 창원빌딩 510호,"서울특별시 성동구 청계천로12가길 68, 창원빌딩 510호 (마장동)",4704,(주)정인에프앤비,2019-05-24 17:53,I,20:55.0,식육판매업,203235.0516,452063.4402,축산물판매업,식육판매업,,L00,
3030000,3.03E+17,20190524,,1,영업/정상,0,정상,,,,,,37.2,,서울특별시 성동구 마장동 466-29 1층 102호,"서울특별시 성동구 청계천로10나길 53, 1층 102호 (마장동)",4704,창성미트(주),2022-01-17 10:38,U,40:00.0,식육판매업,203107.9434,452026.7858,축산물판매업,식육판매업,0,L00,0
3030000,3.03E+17,20190604,,1,영업/정상,0,정상,,,,,,37.25,,서울특별시 성동구 마장동 517 동방빌딩 303호,"서울특별시 성동구 고산자로 300, 동방빌딩 303호 (마장동)",4749,(주)상수에프앤비,2019-06-04 17:00,I,21:04.0,식육판매업,203209.4572,451553.4616,축산물판매업,식육판매업,,L00,
3030000,3.03E+17,20190410,,1,영업/정상,0,정상,,,,,,21,,서울특별시 성동구 마장동 522-3 406호,"서울특별시 성동구 고산자로 344, 406호 (마장동)",4748,대정푸드 주식회사,2022-01-17 10:28,U,40:00.0,식육판매업,203283.885,451988.4752,축산물판매업,식육판매업,0,L00,0
3030000,3.03E+17,20190517,,1,영업/정상,0,정상,,,,,,8.2,,서울특별시 성동구 마장동 763-1 1층 특4-2호,"서울특별시 성동구 마장로37길 41, 1층 특4-2호 (마장동)",4752,우진유통,2021-08-27 13:09,U,40:00.0,축산물유통전문판매업,203541.6399,451874.8951,축산물판매업,축산물유통전문판매업,0,0,0
3030000,3.03E+17,20190429,,1,영업/정상,0,정상,,,,,,31.4,,서울특별시 성동구 마장동 474-5 고운타워 203-다호,"서울특별시 성동구 고산자로 345, 고운타워 2층 203-다호 (마장동)",4704,주식회사 오렌지팜스,2022-01-17 10:36,U,40:00.0,식육판매업,203232.3546,452019.1325,축산물판매업,식육판매업,0,L00,0
3130000,3.13E+17,20130104,,1,영업/정상,0,정상,,,,,353-5532,28.93,,서울특별시 마포구 합정동 453-12 1층 101호,"서울특별시 마포구 동교로8길 38, 1층 101호 (합정동)",4019,마포녹즙,2022-08-17 10:52,U,09:00.0,우유류판매업,191573.8112,449786.4226,,,,,
3030000,3.03E+17,1990-09-15,,1,영업/정상,0,정상,,,,,,10,,서울특별시 성동구 마장동 766-8,서울특별시 성동구 마장로37길 40 (마장동),4753,온다매육가,2023-10-25 17:56,U,07:00.0,식육판매업,203556.3701,451853.4574,,,,,
3030000,3.03E+17,20190507,,1,영업/정상,0,정상,,,,,,40.35,,"서울특별시 성동구 마장동 465-12 1,2층","서울특별시 성동구 청계천로10가길 72-20, 1,2층 (마장동)",4704,(주)세경한우,2022-07-13 15:02,U,05:00.0,식육판매업,203140.0409,452101.1603,,,,,
3030000,3.03E+17,20190501,,3,폐업,2,폐업,20221121,,,,02-3395-5116,29.03,,서울특별시 성동구 홍익동 205 1층,"서울특별시 성동구 왕십리로24길 39, 1층 (홍익동)",4708,해마루축산,2022-11-21 15:08,U,03:00.0,식육판매업,202977.1679,451521.5506,,,,,
3030000,3.03E+17,20190703,,1,영업/정상,0,정상,,,,,,25.65,,서울특별시 성동구 마장동 456-1 1층,"서울특별시 성동구 청계천로10가길 38, 1층 (마장동)",4704,고박사정육 판매장,2022-08-04 9:29,U,07:00.0,식육판매업,202964.349,452035.0398,,,,,
3030000,3.03E+17,20190405,,1,영업/정상,0,정상,,,,,02-2297-9611,23,,서울특별시 성동구 마장동 522-3 402호,"서울특별시 성동구 고산자로 344, 402호 (마장동)",4748,(주)에스엔피파트너스,2020-07-14 11:08,U,40:00.0,식육판매업,203283.885,451988.4752,축산물판매업,식육판매업,,L00,
3030000,3.03E+17,20190515,,1,영업/정상,0,정상,,,,,,70.2,,서울특별시 성동구 마장동 767-28 지하1층 ,"서울특별시 성동구 마장로35길 114-64, 지하1층 (마장동)",4756,은혜유통,2022-01-17 10:37,U,40:00.0,식육판매업,203903.8641,451756.9718,축산물판매업,식육판매업,0,0,0
3030000,3.03E+17,20110708,,1,영업/정상,0,정상,,,,,,29.75,,서울특별시 성동구 마장동 522-3 407호,"서울특별시 성동구 고산자로 344, 407호 (마장동)",4748,주식회사 우노푸드,2021-09-02 15:42,U,40:00.0,식육판매업,203283.885,451988.4752,축산물판매업,식육판매업,0,L00,0
3030000,3.03E+17,20190509,,1,영업/정상,0,정상,,,,,02-2281-8921,8.2,,서울특별시 성동구 마장동 763-1 1층 특4-2호,"서울특별시 성동구 마장로37길 41, 1층 특4-2호 (마장동)",4752,우진유통,2021-08-27 13:08,U,40:00.0,식육판매업,203541.6399,451874.8951,축산물판매업,식육판매업,0,0,0
3030000,3.03E+17,20131106,,1,영업/정상,0,정상,,,,,,12.54,,서울특별시 성동구 하왕십리동 258 벽산아파트상가 지하1층 B12호,"서울특별시 성동구 청계천로 494, 벽산아파트상가 지하1층 B12호 (하왕십리동)",4703,케이원축산,2019-06-07 17:57,I,21:07.0,식육판매업,202727.7709,451824.5985,축산물판매업,식육판매업,,0,
3030000,3.03E+17,20190522,,1,영업/정상,0,정상,,,,,02-2297-8886,36,,서울특별시 성동구 마장동 474-3 창원빌딩 1층 ,"서울특별시 성동구 청계천로12가길 68, 창원빌딩 1층 (마장동)",4704,대상네트워스 주식회사,2021-10-06 13:31,U,40:00.0,축산물유통전문판매업,203235.0516,452063.4402,축산물판매업,축산물유통전문판매업,0,L00,0
3030000,3.03E+17,20190925,,1,영업/정상,0,정상,,,,,02-3438-6834,207.12,,서울특별시 성동구 성수동1가 656-1572 8층 ,"서울특별시 성동구 상원1길 25, 8층 (성수동1가)",4779,(주)카페베네,2019-09-25 17:19,I,22:37.0,축산물유통전문판매업,204167.7213,449290.7782,축산물판매업,축산물유통전문판매업,,L00,
3030000,3.03E+17,20190827,,1,영업/정상,0,정상,,,,,,73.44,,서울특별시 성동구 마장동 458-7 지하1층 ,"서울특별시 성동구 청계천로10다길 19, 지하1층 (마장동)",4704,하늘,2019-08-27 20:30,I,22:25.0,식육판매업,202972.5506,451916.7327,축산물판매업,식육판매업,,0,
3030000,3.03E+17,20190716,,1,영업/정상,0,정상,,,,,,73.7,,서울특별시 성동구 마장동 459-14 지하1층 ,"서울특별시 성동구 청계천로10다길 26, 지하1층 (마장동)",4704,(주)복돼지유통,2022-01-25 9:56,U,40:00.0,식육판매업,203009.0165,451911.6589,축산물판매업,식육판매업,0,L00,0
3030000,3.03E+17,20190717,,1,영업/정상,0,정상,,,,,,18.8,,"서울특별시 성동구 마장동 821 금호어울림아파트 상가동 1층 120,121호 ","서울특별시 성동구 마조로 55, 상가동 1층 120,121호 (마장동, 금호어울림아파트)",4759,다일한우,2022-01-17 10:41,U,40:00.0,식육판매업,203597.7588,451160.2684,축산물판매업,식육판매업,0,0,0
3030000,3.03E+17,20190923,,1,영업/정상,0,정상,,,,,,18.6,,서울특별시 성동구 하왕십리동 1070 센트라스 L동 지하1층 B115-1호 ,"서울특별시 성동구 왕십리로 410, L동 지하1층 B115-1호 (하왕십리동, 센트라스)",4701,흥부축산,2022-01-17 10:42,U,40:00.0,식육판매업,202372.912,451536.6809,축산물판매업,식육판매업,0,0,0
3030000,3.03E+17,20190729,,1,영업/정상,0,정상,,,,,,29,,서울특별시 성동구 금호동1가 1778-1 2층 ,"서울특별시 성동구 금호로 76, 2층 (금호동1가)",4718,와이케이컴퍼니 주식회사,2019-07-29 15:07,I,21:51.0,식육판매업,202243.4053,449761.461,축산물판매업,식육판매업,,L00,
3030000,3.03E+17,20190711,,1,영업/정상,0,정상,,,,,070-7543-0568,26.1,,서울특별시 성동구 홍익동 123 1층 2호 ,"서울특별시 성동구 마장로 230-1, 1층 2호 (홍익동)",4708,성하푸드,2022-01-17 10:40,U,40:00.0,식육판매업,203060.4015,451524.7859,축산물판매업,식육판매업,0,0,0
3240000,3.24E+17,20221021,,3,폐업,2,폐업,20230106,,,,02-481-5200,70.5,,서울특별시 강동구 명일동 309-4 삼익상가 지하1층,"서울특별시 강동구 양재대로 1666, 삼익상가 지하1층 (명일동)",5266,마켓프레고,2023-01-06 17:05,U,08:00.0,식육판매업,212727.7842,450245.2032,,,,,
3110000,3.11E+17,20001012,,3,폐업,2,폐업,20070402,,,,303 -5376,0,,서울특별시 은평구 응암동     300- 11 ,,,세계로수입쇠고기전문판매점,2007-04-02 11:30,I,59:59.0,식육판매업,,,축산물판매업,식육판매업,,0,
3030000,3.03E+17,20190626,,1,영업/정상,0,정상,,,,,,11.4,,서울특별시 성동구 마장동 761-8 2층 ,"서울특별시 성동구 마장로35길 70, 2층 (마장동)",4752,덕우,2019-06-26 17:56,I,21:22.0,축산물유통전문판매업,203596.3285,452035.066,축산물판매업,축산물유통전문판매업,,0,
3030000,3.03E+17,20190628,,1,영업/정상,0,정상,,,,,02-2281-7130,25.2,,서울특별시 성동구 행당동 191-3 ,서울특별시 성동구 고산자로 290-16 (행당동),4750,(주)안심푸드에프엠비,2022-01-25 15:09,U,40:00.0,식육판매업,203191.3895,451483.7394,축산물판매업,식육판매업,0,L00,0
3030000,3.03E+17,20190628,,1,영업/정상,0,정상,,,,,,31,,서울특별시 성동구 마장동 568-1 ,"서울특별시 성동구 고산자로 331, 1층 (마장동)",4705,마장동고기파는삼촌,2022-01-17 10:39,U,40:00.0,식육판매업,203206.081,451876.1442,축산물판매업,식육판매업,0,0,0
3030000,3.03E+17,20191211,,1,영업/정상,0,정상,,,,,,30.85,,서울특별시 성동구 마장동 521-10 대해빌딩 405호,"서울특별시 성동구 고산자로 340, 대해빌딩 405호 (마장동)",4748,헬로우팜스(주),2019-12-11 14:48,I,23:26.0,식육판매업,203271.7729,451933.4787,축산물판매업,식육판매업,,L00,
3030000,3.03E+17,20191219,,1,영업/정상,0,정상,,,,,,70.07,,서울특별시 성동구 마장동 568-7 태온빌딩 1층 ,"서울특별시 성동구 고산자로 321, 태온빌딩 1층 (마장동)",4705,주식회사 동진미트트레이딩,2022-01-17 10:47,U,40:00.0,식육판매업,203191.0332,451787.5212,축산물판매업,식육판매업,0,L00,0
3030000,3.03E+17,20190416,,1,영업/정상,0,정상,,,,,070-7599-2829,30,,서울특별시 성동구 마장동 766-35 2층 201호,"서울특별시 성동구 마장로35나길 13, 2층 201호 (마장동)",4753,주식회사 신선푸드미트,2022-01-17 10:47,U,40:00.0,식육판매업,203524.4998,451801.028,축산물판매업,식육판매업,0,L00,0
3030000,3.03E+17,20191220,,1,영업/정상,0,정상,,,,,,27.16,,서울특별시 성동구 마장동 574 202호,"서울특별시 성동구 마장로27가길 28, 202호 (마장동)",4705,호미트,2022-01-17 10:48,U,40:00.0,식육판매업,203122.1977,451568.5282,축산물판매업,식육판매업,0,0,0
3030000,3.03E+17,20191016,,1,영업/정상,0,정상,,,,,02-2297-1572,8.74,,서울특별시 성동구 마장동 521-2 305호,"서울특별시 성동구 마장로31길 37-1, 305호 (마장동)",4748,폴인미트,2021-06-10 17:59,U,40:00.0,식육판매업,203296.4966,451940.4393,축산물판매업,식육판매업,,0,
3030000,3.03E+17,2019-11-12,,1,영업/정상,0,정상,,,,,,14.25,,"서울특별시 성동구 마장동 522-2 1층 1-1,1-2호","서울특별시 성동구 마장로31길 43, 1층 1-1,1-2호 (마장동)",4748,나눔축산유통,2023-12-26 15:21,U,08:00.0,식육판매업,203306.5721,451987.0971,,,,,
3030000,3.03E+17,20191127,,1,영업/정상,0,정상,,,,,,126,,서울특별시 성동구 마장동 441-12 1층 ,"서울특별시 성동구 청계천로10길 7, 1층 (마장동)",4704,(주)정우미트,2021-04-09 17:50,U,40:00.0,식육판매업,202855.7389,451903.9826,축산물판매업,식육판매업,,L00,
